Timestamp;What is your position on systemd?;Have you tried systemd?;Do you feel that systemd is breaking the UNIX philosophy?;Do you feel that systemd is bloated?;Do you feel that systemd is modular?;Do you feel that systemd is monolithic?;Do you feel that systemd is eating up other project?;What do you think about http://0pointer.de/blog/projects/why.html?;Have you been frustrated by bugs in systemd?;Do you feel obligated to use systemd?;Are you afraid systemd will destroy the GNU/Linux ecosystem?;Is systemd stopping you from using some other software?;Are you vocal about systemd?;What is your position on Red Hat?;What is your position on Avahi?;What is your position on PulseAudio?;What is your position on D-Bus?;What is your position on kdbus?;What is your position on Docker?;Do you use containerisation?;Do you use socket activation;Do you use D-Bus activation;Do you use cron?;Do you use at?;Do you encrypt your /?;Do you encrypt any other partition, besides swap?;Do you use swap?;Do you use a graphical boot?;What do you call GNU/Linux?;What is your position on smartphones?;Do you use an FSF endorsed distro?;What is your position on free software versus open source?;Are you a distro developer?;Are you a web developer?;Are you a non-web developer?;Are you a system administrator?;Are you a gamer?;Do you like the Web?;Do you like Gopher?;Do you like new and shiny?;Are you a fan of suckless.org software?;Are you a GNU Hurd fan?;What is the most important about a distro, besides freedom?;What is the second most important about a distro, besides freedom?;What is the least important about a distro, besides freedom?;Do you prefer word processors over text editors?;Do you prefer LaTeX or LibreOffice?;What text editor do you use?;Do you use an integrated development environment?;What type of window manager do you prefer?;What display server do you want to be the future?;Which operating systems do you use?;Which is your perfered operating system?;Which operating systems have you used, including currently used?;How often do you use GNU/Linux at home?;What type of distro do you perfer?;What command line shell do you use?;What is your terminal usage?;Do you use the TTY?;Do you use a login manager?;What kind of computers are you using?;When did you start using GNU, or Linux?;How old are you?;What is the highest education level you have completed?;Was you highest education level degree in computer science?;What education level are you currently engaged in?;Are you currently engaged in getting a degree in computer science?;What gender do you identify as?;Do you watch the Linux Action Show?;Do you watch Linux Unplugged?;Do you watch BSD Now?;Any comments?
11/25/2014 18:16:20;Neither;Yes;A bit;Yes;Don't know;Don't know;Yes;Biased;Yes;No;No;No;No;Neutral;Neither;Neither;Neither;Neither;Against;Yes;No;No;Yes;No;No;Yes;Yes;No;Linux;In favour;Yes, but not exclusively;I'm for open source;No;Yes, back-end (exclusively or preferably);Yes, back-end (exclusively or preferably);Yes;Yes;Yes;What is that?;Yes;Some of it;No;Flexibility;Security;Small;No;LibreOffice, or similar;Vi-family;Yes;Tiling, or dynamic;Wayland;GNU/Linux, *BSD, *Solaris;GNU/Linux;GNU/Linux, GNU but with another kernel than Linux, *BSD, *Solaris, OS X, Windows or ReactOS;80–100 %;Advanced;bash;I live in the terminal;Yes;Depends on which computer a use;Server, Desktop, Laptop, Tablet;1996–1999;26–29;High school;No;None;No;Male;Sometimes;Sometimes;No;
11/25/2014 18:25:05;Neither;Yes;A bit;No;Yes;No;Yes, but I do not mind that;I have no opinion;No;Yes;No;No;No;Irrelevant, systemd is not a Red Hat project;Neither;Neither;Neither;Neither;Neither;Yes;No;What is that?;Yes;No;Yes;Yes;Yes, encrypted;;By the name of the distribution I use;In favour;Yes;I'm for open source;No;Yes, back-end (exclusively or preferably);Yes, full-stack;Yes;Yes;Yes;What is that?;Yes;What is that?;What is that?;Stability;Flexibility;Shiny;No;LibreOffice, or similar;Vi-family;;Stacking;Neither;GNU/Linux, *Solaris, UNIX;GNU/Linux;GNU/Linux, *BSD, *Solaris, UNIX, Windows or ReactOS;60–80 %;Advanced;bash;I live in the terminal;Yes;Yes;Server, Desktop, Laptop;1996–1999;22–25;3 years university or university college, or shorter;No;College;No;Male;No;No;No;
11/25/2014 18:38:12;In favour;Yes;No;Yes;Yes;Don't know;Don't know;Helpful;No;Yes;No;No;No;Neutral;What is that?;Neither;What is that?;What is that?;In favour;No;No;What is that?;Yes;Yes;Yes;No;Yes;No;Linux;In favour;No, or yes but not because it is free;I'm for open source;No;Yes, full-stack;;Yes;Yes;Yes;What is that?;Yes;What is that?;What is that?;Flexibility;Stability;Small;No;LibreOffice, or similar;Vi-family;Yes;Tiling, or dynamic;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, Windows or ReactOS;40–60 %;Advanced;bash;I live in the terminal;No;Yes;Server, Desktop, Tablet;2008–2011;22–25;College;Yes;None;No;Male;Yes;Yes;No;
11/25/2014 18:39:21;In favour;Yes;No;Don't know;Yes;No;No;Helpful;No;No;No;No;No;Neutral;Neither;In favour;Neither;Neither;In favour;Yes;Yes;No;Yes;No;No;No;Yes;No;By the name of the distribution I use;In favour;No, or yes but not because it is free;I'm for open source;No;No;No;Yes;No;Yes;Neither;No;What is that?;No;Other;Flexibility;Shiny;No;LibreOffice, or similar;Vi-family;I'm not a developer;Stacking;Neither;GNU/Linux, Windows or ReactOS, Other;GNU/Linux;GNU/Linux, *BSD, Plan 9 from Bell Labs, *Solaris, UNIX, Windows or ReactOS, Haiku or BeOS, Other;60–80 %;Advanced;bash;I live in the terminal;Yes;Depends on which computer a use;Server, Laptop, Netbook, Tablet;1996–1999;30–39;3 years university or university college, or shorter;No;None;No;Male;No;No;No;
11/25/2014 18:41:37;Against;Yes;Yes;Yes;No;Yes;Yes;Biased;No;No;Yes;No;No;Neutral;Neither;In favour;Neither;Neither;Against;Yes;No;No;Yes;No;Yes;Yes;Yes, encrypted;No;Linux;In favour;Yes, but not exclusively;I'm for open source;No;Yes, full-stack;Yes, full-stack;Yes;A little;Yes;What is that?;Yes;Yes;No;Flexibility;Security;Shiny;No;LaTeX, or similar;Vi-family;Yes;;X;GNU/Linux, Windows or ReactOS;GNU/Linux;GNU/Linux, Windows or ReactOS;80–100 %;Beginner's;zsh;I live in the terminal;Yes;Depends on which computer a use;Server, Desktop, Laptop, Tablet;2004–2007;18–21;College;Yes;3 years university or university college, or shorter;Yes;Male;No;No;No;
11/25/2014 18:49:23;Neither;Yes;A bit;Yes;No;Yes;Yes, but I do not mind that;Legit;No;Yes;No;No;No;Neutral;Neither;Against;Against;Against;In favour;Yes;Yes;No;Yes;No;No;No;Yes;No;Linux;Against;Yes;I'm for open source;No;Yes, full-stack;Yes, full-stack;No;No;No;Yes;Yes;Yes;Yes;Small;Stability;Shiny;No;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;Neither;GNU/Linux, *BSD, Plan 9 from Bell Labs;GNU/Linux;GNU/Linux, *BSD, Plan 9 from Bell Labs, OS X, Windows or ReactOS, Haiku or BeOS;100 %;Advanced;bash;I live in the terminal;No;No;Desktop;2004–2007;30–39;College;Yes;None;No;Male;No;No;No;
11/25/2014 19:00:07;Against;Yes;Yes;Yes;No;Yes;Yes;Biased;Yes;No;Yes;Yes, but only by its adoption by that software;Yes;Irrelevant, systemd is not a Red Hat project;Neither;Neither;Against;Against;In favour;Yes;Yes;No;Yes;Yes;No;Yes;Yes, encrypted;No;Linux;In favour;Yes, but not exclusively;I'm for open source;Yes;Yes, full-stack;No;Yes;Yes;Yes;Neither;Yes;;No;Stability;Privacy;Bleeding edge;No;LaTeX, or similar;Vi-family;Yes;Tiling, or dynamic;X;GNU/Linux, *BSD, OS X, Windows or ReactOS;GNU/Linux;GNU/Linux, GNU but with another kernel than Linux, *BSD, UNIX, OS X, Windows or ReactOS, Other UNIX-like;100 %;Advanced;bash;I live in the terminal;Yes;No;Server, Desktop, Portable, Laptop, Ultrabook, Netbook, Tablet;1996–1999;26–29;High school;Yes;High school;No;Male;Yes;Yes;Yes;
11/25/2014 19:08:15;In favour;Yes;No;No;Yes;Don't know;Yes, but I do not mind that;Helpful;No;No;No;No;No;Neutral;What is that?;Neither;Neither;Neither;Neither;What is that?;What is that?;No;Yes;No;No;Yes;Yes;No;By the name of the distribution I use;In favour;Yes, but not exclusively;I'm for open source;No;Yes, full-stack;Yes, full-stack;No;Yes;Yes;What is that?;Yes;Some of it;What is that?;Bleeding edge;Security;Small;No;LibreOffice, or similar;Other;Yes;Tiling, or dynamic;X;GNU/Linux, OS X, Windows or ReactOS;GNU/Linux;GNU/Linux, OS X, Windows or ReactOS;60–80 %;Advanced;zsh;I live in the terminal;Yes;Depends on which computer a use;Server, Desktop, Portable, Laptop;2008–2011;18–21;High school;No;College;Yes;Male;No;No;No;
11/25/2014 19:31:22;In favour;No;No;No;Don't know;Don't know;No;Legit;No;Yes;No;No;No;Neutral;What is that?;Neither;Neither;Neither;Neither;No;What is that?;What is that?;Yes;No;No;No;Yes;No;Linux;In favour;No, or yes but not because it is free;I'm for open source;No;Yes, back-end (exclusively or preferably);Yes, full-stack;Yes;A little;Yes;What is that?;Neither;What is that?;No;Other;Flexibility;Shiny;No;LibreOffice, or similar;Other;Yes;Stacking;Other;GNU/Linux, Windows or ReactOS;Windows or ReactOS;GNU/Linux, *BSD, Windows or ReactOS;0 %;Advanced;bash;I live in the terminal;Yes;No;Server, Laptop;2008–2011;26–29;College;Yes;None;No;Male;;No;No;
11/25/2014 19:33:20;Against;Yes;Yes;Yes;Yes;No;Yes, but I do not mind that;Biased;No;Yes;No;No;No;Neutral;Neither;Neither;Neither;Neither;In favour;Yes;No;No;No;No;No;No;Yes;No;By the name of the distribution I use;Neither;Yes, but not exclusively;Neither;No;No;No;Yes;Yes;Yes;No;Neither;Some of it;No;Stability;Flexibility;Shiny;No;LibreOffice, or similar;Vi-family;I'm not a developer;Stacking;X;GNU/Linux, *BSD, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, *Solaris, Windows or ReactOS;0–20 %;Advanced;bash;I live in the terminal;Yes;Depends on which computer a use;Server, Desktop, Laptop;1996–1999;40–49;College;Yes;None;No;Neither;No;No;Yes;
11/25/2014 19:38:13;Against;Yes;No;Yes;No;Yes;Yes;Biased;Yes;No;Yes;Yes;No;Neutral;Against;Against;Against;In favour;Against;Yes;Yes;Yes;Yes;What is that?;No;Yes;No;No;GNU/Linux;Neither;No, or yes but not because it is free;I'm for free software;No;No;Yes, full-stack;Yes;A little;No;Yes;No;Yes;Yes;Security;Stability;Shiny;No;LaTeX, or similar;Other;No;Tiling, or dynamic;Wayland;GNU/Linux, *BSD, Windows or ReactOS, Haiku or BeOS;GNU/Linux;GNU/Linux, GNU but with another kernel than Linux, *BSD, *Solaris, OS X, Windows or ReactOS, Haiku or BeOS, Other;100 %;Advanced;Other;I live in the terminal;Yes;Yes;Server, Desktop, Other;2000–2003;22–25;4 years university or university college, or longer;No;Postgraduate;No;Male;Sometimes;Sometimes;No;
11/25/2014 19:41:10;In favour;Yes;A bit;No;Yes;No;Yes, but I do not mind that;FUD;No;Yes;No;Yes, but only by its adoption by that software;Yes;Irrelevant, systemd is not a Red Hat project;In favour;In favour;Neither;In favour;In favour;Yes;What is that?;What is that?;Yes;;No;No;Yes;Yes;Linux;In favour;No, or yes but not because it is free;I'm for free software;No;Yes, back-end (exclusively or preferably);Yes, back-end (exclusively or preferably);Yes;Yes;Yes;Yes;Yes;What is that?;No, I hate it;Stability;Performance;Bleeding edge;Yes;LibreOffice, or similar;Vi-family;Yes;Stacking;Wayland;GNU/Linux, Windows or ReactOS;GNU/Linux;GNU/Linux, GNU but with another kernel than Linux, *BSD, OS X, Windows or ReactOS;40–60 %;Beginner's;bash;I live in the terminal;Yes;Depends on which computer a use;Server, Desktop, Portable, Laptop;2004–2007;18–21;High school;Yes;College;Yes;Male;Sometimes;No;No;
11/25/2014 20:08:23;In favour;Yes;No;No;Yes;No;No;I have no opinion;No;No;No;No;Yes;Neutral;What is that?;Neither;Neither;Neither;Neither;Yes;What is that?;What is that?;No;No;No;Yes;Yes, encrypted;No;By the name of the distribution I use;In favour;Yes, but not exclusively;I'm for open source;No;Yes, back-end (exclusively or preferably);Yes, back-end (exclusively or preferably);Yes;Yes;Yes;What is that?;Neither;What is that?;Yes;Security;Flexibility;Shiny;No;LaTeX, or similar;Other;Yes;Stacking;Wayland;GNU/Linux, *BSD;GNU/Linux;GNU/Linux, GNU but with another kernel than Linux, *BSD, Windows or ReactOS;80–100 %;Advanced;bash;Drop-down terminal;Yes;Depends on which computer a use;Server, Desktop, Laptop, Netbook;2008–2011;18–21;3 years university or university college, or shorter;Yes;3 years university or university college, or shorter;Yes;Male;No;No;No;
11/25/2014 20:24:27;Against;Yes;Yes;Yes;No;Yes;Yes;Biased;Yes;No;Yes;No;Yes;Neutral;What is that?;Against;Against;Neither;In favour;No;What is that?;No;No;Yes;No;No;No;No;Linux;In favour;No, or yes but not because it is free;I'm for open source;Yes;Yes, full-stack;Yes, full-stack;No;Yes;Neither;What is that?;Yes;Yes;No, I hate it;Flexibility;Performance;Other;No;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;Wayland;GNU/Linux, *BSD, OS X;GNU/Linux;GNU/Linux, *BSD, Plan 9 from Bell Labs, UNIX, OS X;60–80 %;Advanced;Other;I live in the TTY;Yes;No;Server, Desktop, Portable;2008–2011;14–17;High school;Yes;3 years university or university college, or shorter;Yes;Male;No;No;No;
11/25/2014 20:25:55;Neither;Yes;A bit;Yes;Don't know;Yes;No;Helpful;No;No;No;No;No;Neutral;What is that?;Neither;What is that?;What is that?;What is that?;What is that?;What is that?;What is that?;No;What is that?;No;No;Yes;No;GNU/Linux;In favour;No, or yes but not because it is free;I'm for free software;No;No;No;No;Yes;Yes;What is that?;Yes;Some of it;Yes;Security;Flexibility;Shiny;No;What is LaTeX?;Emacs-family;No;Tiling, or dynamic;Wayland;GNU/Linux, *BSD, Windows or ReactOS, Other UNIX-like;GNU/Linux;GNU/Linux, *BSD, OS X, Windows or ReactOS, Other UNIX-like;80–100 %;Advanced;Other;I live in the terminal;No;Yes;Laptop, Tablet;2012–2013;18–21;High school;No;None;Yes;Male;Sometimes;Sometimes;Sometimes;
11/25/2014 20:36:30;In favour;Yes;No;Yes;Yes;No;Yes, but I do not mind that;I have no opinion;No;No;No;No;No;Neither;In favour;Against;In favour;Neither;In favour;No;No;No;Yes;Yes;Yes;Yes;Yes, encrypted;No;Linux;In favour;No, or yes but not because it is free;I'm for open source;No;Yes, back-end (exclusively or preferably);Yes, back-end (exclusively or preferably);Yes;A little;Yes;Neither;Yes;What is that?;No;Bleeding edge;Performance;Flexibility;No;LibreOffice, or similar;Vi-family;Yes;Stacking;Wayland;GNU/Linux, *BSD;GNU/Linux;GNU/Linux, *BSD, *Solaris, OS X, Windows or ReactOS;80–100 %;Advanced;bash;I live in the terminal;Yes;Yes;Server, Desktop, Laptop;2000–2003;30–39;Postgraduate;Yes;None;No;Male;No;No;No;
11/25/2014 20:39:57;Against;Yes;Yes;Yes;Don't know;Yes;Don't know;Biased;Yes;Yes;Yes;Yes, but only by its adoption by that software;Yes;Irrelevant, systemd is not a Red Hat project;Against;Against;Neither;What is that?;In favour;No;;What is that?;Yes;Yes;Yes;Yes;Yes;No;By the name of the distribution I use;In favour;Yes, but not exclusively;I'm for free software;;No;No;Yes;Yes;Yes;What is that?;No;What is that?;Yes;Stability;Stability;Shiny;No;LaTeX, or similar;Other;I'm not a developer;Tiling, or dynamic;Neither;GNU/Linux, GNU but with another kernel than Linux, *BSD, *Solaris, OS X, Windows or ReactOS, Other UNIX-like, Other;GNU/Linux;GNU/Linux, GNU but with another kernel than Linux, *BSD, *Solaris, UNIX, OS X, Windows or ReactOS, Other UNIX-like, Other;40–60 %;Beginner's;bash;I live in the terminal;Yes;Depends on which computer a use;Server, Desktop, Portable, Laptop, Ultrabook, Netbook, Tablet, Other;2008–2011;26–29;3 years university or university college, or shorter;Yes;None;No;Male;Sometimes;No;No;
11/25/2014 20:46:02;In favour;Yes;No;No;Yes;Don't know;Yes, but I do not mind that;Helpful;No;No;No;No;No;Neutral;What is that?;In favour;In favour;In favour;In favour;No;Yes;Yes;No;No;No;No;Yes;No;GNU/Linux;In favour;No, or yes but not because it is free;I'm for open source;No;No;Yes, full-stack;Yes;A little;Yes;No;Yes;No;No;Bleeding edge;Performance;Shiny;No;LaTeX, or similar;Vi-family;No;Stacking;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, Plan 9 from Bell Labs, OS X, Windows or ReactOS, Haiku or BeOS;100 %;Advanced;fish;Drop-down terminal;Yes;Yes;Desktop, Portable, Laptop;2000–2003;26–29;Postgraduate;No;Postgraduate;No;Male;Sometimes;Yes;No;
11/25/2014 20:53:43;In favour;No;A bit;Don't know;Yes;No;No;Legit;No;No;No;No;No;Neutral;Neither;In favour;In favour;Neither;Neither;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Linux;In favour;No, or yes but not because it is free;I'm for open source;No;No;No;Yes;Yes;Yes;Yes;Neither;No;No;Stability;Flexibility;Performance;Yes;LibreOffice, or similar;Vi-family;I'm not a developer;Tiling, or dynamic;Mir;GNU/Linux, OS X, Windows or ReactOS;GNU/Linux;GNU/Linux, *Solaris, UNIX, OS X, Windows or ReactOS;40–60 %;Advanced;zsh;I live in the terminal;Yes;Depends on which computer a use;Server, Desktop, Portable, Laptop, Tablet;1992–1995;40–49;3 years university or university college, or shorter;Yes;4 years university or university college, or longer;No;Male;No;No;No;
11/25/2014 20:58:10;In favour;Yes;A bit;No;Yes;No;No;I have no opinion;No;Yes;No;No;No;Neutral;Neither;Against;In favour;What is that?;What is that?;What is that?;Yes;Yes;Yes;No;No;No;Yes;No;GNU/Linux;In favour;No, or yes but not because it is free;I'm for free software;Yes;Yes, full-stack;Yes, full-stack;Yes;Yes;Yes;What is that?;Neither;What is that?;No;Flexibility;Performance;Shiny;No;LaTeX, or similar;Vi-family;Yes;Tiling, or dynamic;Wayland;GNU/Linux, Other;GNU/Linux;GNU/Linux, *BSD, Other;100 %;Advanced;zsh;I live in the terminal;Yes;No;Server, Desktop, Portable, Laptop, Other;2000–2003;22–25;Postgraduate;No;None;No;Male;No;No;No;
11/25/2014 21:08:25;Neither;Yes;Yes;Yes;Yes;No;No;Biased;Yes;No;No;No;No;Neutral;Neither;What is that?;Neither;Neither;In favour;Yes;No;Yes;Yes;No;Yes;Yes;Yes;No;Linux;In favour;Yes, but not exclusively;I'm for open source;No;No;Yes, back-end (exclusively or preferably);Yes;A little;Yes;No;Yes;Yes;No;Stability;Security;Small;No;LibreOffice, or similar;Other;Yes;Tiling, or dynamic;X;GNU/Linux, *BSD, Windows or ReactOS, Other UNIX-like;*BSD;GNU/Linux, GNU but with another kernel than Linux, *BSD, *Solaris, UNIX, Windows or ReactOS, Haiku or BeOS, Other UNIX-like;20–40 %;Advanced;Other;I live in the terminal;Yes;Depends on which computer a use;Server, Desktop, Laptop, Netbook;2000–2003;30–39;3 years university or university college, or shorter;Yes;None;No;Male;Sometimes;No;No;
11/25/2014 21:10:30;Against;Yes;Yes;Yes;No;Yes;Yes;Biased;Yes;Yes;Yes;Yes, but only by its adoption by that software;Yes;Neutral;What is that?;In favour;In favour;In favour;In favour;Yes;What is that?;No;Yes;Yes;Yes;Yes;Yes;No;By the name of the distribution I use;In favour;No, or yes but not because it is free;I'm for open source;No;No;Yes, back-end (exclusively or preferably);Yes;A little;Yes;No;Yes;Some of it;No;Security;Performance;Bleeding edge;No;LibreOffice, or similar;Vi-family;No;Tiling, or dynamic;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, *BSD, OS X, Windows or ReactOS;100 %;Advanced;zsh;I live in the terminal;Yes;Depends on which computer a use;Server, Laptop;2008–2011;22–25;College;Yes;None;No;Male;No;No;No;
11/25/2014 21:24:36;In favour;Yes;A bit;No;Yes;Yes;Yes;Biased;No;No;No;No;No;Neutral;What is that?;What is that?;What is that?;What is that?;In favour;No;No;No;Yes;No;No;No;Yes;No;By the name of the distribution I use;In favour;Yes;I'm for open source;No;Yes, full-stack;Yes, full-stack;Yes;A little;Yes;No;No;What is that?;No;Stability;Security;Shiny;No;LaTeX, or similar;Vi-family;Yes;Stacking;Neither;GNU/Linux, *BSD, OS X;OS X;GNU/Linux, *BSD, *Solaris, UNIX, OS X, Windows or ReactOS;20–40 %;Advanced;bash;I live in the terminal;No;No;Server, Ultrabook;1992–1995;30–39;3 years university or university college, or shorter;Yes;None;No;Male;No;No;No;
11/25/2014 21:36:04;In favour;Yes;A bit;No;Yes;Yes;Yes, but I do not mind that;I have no opinion;No;Yes;No;No;No;Neither;What is that?;In favour;In favour;Neither;In favour;No;What is that?;What is that?;Yes;No;No;No;Yes;No;Linux;In favour;Yes, but not exclusively;Neither;No;No;Yes, back-end (exclusively or preferably);No;A little;Yes;Yes;Yes;What is that?;;Bleeding edge;Flexibility;Small;Yes;LibreOffice, or similar;Vi-family;Yes;Stacking;X;GNU/Linux, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, *Solaris, OS X, Windows or ReactOS;100 %;Advanced;bash;Occasional;Yes;Yes;Desktop;1996–1999;30–39;Postgraduate;Yes;Postgraduate;No;Male;No;No;No;
11/25/2014 21:53:48;In favour;Yes;A bit;No;Yes;No;Yes, but I do not mind that;I have no opinion;No;No;No;No;No;Neutral;Neither;In favour;In favour;In favour;Neither;No;No;Yes;Yes;No;No;No;Yes;Yes;Linux;In favour;No, or yes but not because it is free;I'm for open source;No;No;No;Yes;Yes;Yes;No;Yes;What is that?;No;Other;Stability;Shiny;No;LibreOffice, or similar;Vi-family;I'm not a developer;Tiling, or dynamic;Wayland;GNU/Linux, OS X, Windows or ReactOS;GNU/Linux;GNU/Linux, GNU but with another kernel than Linux, *BSD, *Solaris, UNIX, OS X, Windows or ReactOS, Other UNIX-like, Other;60–80 %;Advanced;bash;Drop-down terminal;Yes;Yes;Server, Desktop, Portable, Laptop, Netbook, Tablet, Other;1996–1999;30–39;High school;No;None;No;Male;No;No;No;
11/25/2014 22:00:26;Neither;No;A bit;Don't know;Don't know;Don't know;No;I have no opinion;No;Yes;Yes;;No;Irrelevant, systemd is not a Red Hat project;What is that?;Neither;Against;;In favour;No;What is that?;What is that?;Yes;Yes;No;No;Yes;No;By the name of the distribution I use;In favour;No, or yes but not because it is free;I'm for free software;No;Yes, full-stack;;;A little;;;Yes;What is that?;Yes;Stability;Performance;Shiny;No;LibreOffice, or similar;Other;Yes;Tiling, or dynamic;Wayland;GNU/Linux;GNU/Linux;Windows or ReactOS;0–20 %;Advanced;bash;I live in the terminal;What is that?;Yes;Desktop;2000–2003;30–39;4 years university or university college, or longer;;None;No;Male;No;No;No;
11/25/2014 22:04:15;In favour;Yes;A bit;No;Yes;No;Yes, but I do not mind that;Legit;No;No;No;No;No;Neutral;Neither;Neither;In favour;In favour;Neither;No;Yes;Yes;Yes;No;No;No;Yes;No;Linux;In favour;Yes, but not exclusively;Neither;No;No;Yes, full-stack;Yes;No;No;Neither;Neither;What is that?;No;Flexibility;Security;Other;No;LaTeX, or similar;Vi-family;Yes;Stacking;Wayland;GNU/Linux, *Solaris, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, *Solaris, UNIX, OS X, Windows or ReactOS, Other UNIX-like, Other;100 %;Advanced;bash;I live in the terminal;Yes;Depends on which computer a use;Server, Desktop, Laptop, Tablet;2000–2003;30–39;4 years university or university college, or longer;Yes;None;No;Male;No;No;No;
11/25/2014 22:13:57;Neither;Yes;No;Yes;Yes;Don't know;Yes, but I do not mind that;I have no opinion;No;No;No;No;No;Neutral;What is that?;In favour;What is that?;What is that?;What is that?;Yes;What is that?;What is that?;Yes;What is that?;No;No;Yes;Yes;Other;In favour;Yes, but not exclusively;Neither;No;Yes, full-stack;Yes, full-stack;Yes;Yes;Neither;What is that?;Yes;Yes;No;Stability;Performance;Flexibility;No;LaTeX, or similar;Vi-family;Yes;Tiling, or dynamic;Other;GNU/Linux, OS X, Windows or ReactOS;GNU/Linux;GNU/Linux, GNU but with another kernel than Linux, *BSD, UNIX, OS X, Windows or ReactOS, Other UNIX-like;20–40 %;Advanced;fish;I live in the TTY;Yes;Depends on which computer a use;Server, Desktop, Portable, Laptop;2004–2007;22–25;College;Yes;Postgraduate;Yes;Male;No;No;No;
